feature_dim,config,seed,epoch,train_loss,validation_auprc
64,mlp_4hidden,11,41,0.6264716153795069,0.20806883999618417
64,mlp_4hidden,11,42,0.7326274806802923,0.236857576829292
64,mlp_4hidden,11,43,0.6180072153156454,0.25831104858013465
64,mlp_4hidden,11,44,0.639141813733361,0.2358988185052321
64,mlp_4hidden,11,45,0.5930335280570117,0.2250443472373195
64,mlp_4hidden,11,46,0.6124968233433636,0.23156937611354558
64,mlp_4hidden,11,47,0.5915616065263748,0.25038647514039325
64,mlp_4hidden,11,48,0.6089820953932675,0.236141976180945
64,mlp_4hidden,11,49,0.5882325226610358,0.24074628478315824
64,mlp_4hidden,11,50,0.5232309797948057,0.24924412068401292
64,mlp_4hidden,11,51,0.5788164068352092,0.23470399345919143
64,mlp_4hidden,11,52,0.6005441811951724,0.25721970522195003
64,mlp_4hidden,11,53,0.5530805430629037,0.2253209611298255
64,mlp_4hidden,11,54,0.6122709428722208,0.20699430032867233
64,mlp_4hidden,11,55,0.5508539766073227,0.21952767603179651
64,mlp_4hidden,11,56,0.5668846282092008,0.25074829560764883
64,mlp_4hidden,11,57,0.47820123515345836,0.2627246159001197
64,mlp_4hidden,11,58,0.5658188890327107,0.25640866863013234
64,mlp_4hidden,11,59,0.49262230152433567,0.27229069683475376
64,mlp_4hidden,11,60,0.5155651097947901,0.22115579274398542
64,mlp_4hidden,11,61,0.5327892991629514,0.2553998737166702
64,mlp_4hidden,11,62,0.5196388033303347,0.2859935118296178
64,mlp_4hidden,11,63,0.6097076321190054,0.2656225143936531
64,mlp_4hidden,11,64,0.4379262254996733,0.30990250126589025
64,mlp_4hidden,11,65,0.4225228302858093,0.3068975143171945
64,mlp_4hidden,11,66,0.39962199330329895,0.2810862968231218
64,mlp_4hidden,11,67,0.5364371693947099,0.2985997286762345
64,mlp_4hidden,11,68,0.501012432710691,0.30324108854517506
64,mlp_4hidden,11,69,0.4674319505691528,0.2908276718369845
64,mlp_4hidden,11,70,0.4171622583811933,0.2886133616683866
64,mlp_4hidden,11,71,0.46743598214604637,0.2962229703853898
64,mlp_4hidden,11,72,0.44656061882322484,0.2870238880883701
64,mlp_4hidden,11,73,0.4636551950465549,0.29204845056294626
64,mlp_4hidden,11,74,0.40596453649076547,0.274231768738142
64,mlp_4hidden,11,75,0.47891700633547524,0.2762373215849386
64,mlp_4hidden,11,76,0.33790381997823715,0.30767716671928785
64,mlp_4hidden,11,77,0.45119609399275346,0.2564681541379305
64,mlp_4hidden,11,78,0.416995050825856,0.26247288007506875
64,mlp_4hidden,11,79,0.4499120064757087,0.2586590676879302
64,mlp_4hidden,11,80,0.46841869692910804,0.26525532704811877
64,mlp_4hidden,11,81,0.40300585356625646,0.2475992420411318
64,mlp_4hidden,11,82,0.33810156231576743,0.28046904817226437
64,mlp_4hidden,11,83,0.4105441170659932,0.2747670876588979
64,mlp_4hidden,11,84,0.4491989187218926,0.28391766921032474
64,mlp_4hidden,11,85,0.4120104669169946,0.2898563080780496
64,mlp_4hidden,11,86,0.3783310967412862,0.2791914458451731
64,mlp_4hidden,11,87,0.35577796643430537,0.30148470019948986
64,mlp_4hidden,11,88,0.36045359562743795,0.269505521723528
64,mlp_4hidden,11,89,0.3208442851223729,0.2802238054464157
64,mlp_4hidden,11,90,0.3618211129849607,0.2779571296176993
64,mlp_4hidden,11,91,0.4167072952470996,0.31569198140085786
64,mlp_4hidden,11,92,0.4195820595053109,0.28389356789996395
64,mlp_4hidden,11,93,0.3727731410075318,0.27830925292086367
64,mlp_4hidden,11,94,0.2814003470946442,0.2772524297983804
64,mlp_4hidden,11,95,0.3997782793234695,0.27806773509016225
64,mlp_4hidden,11,96,0.29296176420016723,0.2811044185633281
64,mlp_4hidden,11,97,0.3382079166444865,0.30245520613863697
64,mlp_4hidden,11,98,0.3190741142766042,0.30055827301505084
64,mlp_4hidden,11,99,0.3334857562726194,0.2858841228117187
64,mlp_4hidden,11,100,0.3110115770589222,0.2462662189755112
64,mlp_4hidden,11,101,0.32538642917167054,0.24135766421263094
64,mlp_4hidden,11,102,0.346232404966246,0.23513221407002896
64,mlp_4hidden,11,103,0.24651630635965954,0.2568806333358037
64,mlp_4hidden,11,104,0.3347290021452037,0.23321058646010623
64,mlp_4hidden,11,105,0.3082528766583313,0.27681554483643345
64,mlp_4hidden,11,106,0.29003119058907034,0.23583149946264215
64,mlp_4hidden,11,107,0.323083175921982,0.2839556227803945
64,mlp_4hidden,11,108,0.3505957531658086,0.2794086433937607
64,mlp_4hidden,11,109,0.2543271356685595,0.28746083616951323
64,mlp_4hidden,11,110,0.34378522675145756,0.2624724413009678
64,mlp_4hidden,11,111,0.32747546928850085,0.29013049736732965
64,mlp_4hidden,11,112,0.28983113935047927,0.2891221404129755
64,mlp_4hidden,11,113,0.3254654694009911,0.27663891018290876
64,mlp_4hidden,11,114,0.32574874724854125,0.2833481637078263
64,mlp_4hidden,11,115,0.27631248350847853,0.25987419468734285
64,mlp_4hidden,11,116,0.2283527959138155,0.2321820307515135
64,mlp_4hidden,11,117,0.35520918646996674,0.26415008588995686
64,mlp_4hidden,11,118,0.3202472219412977,0.2389041015303612
64,mlp_4hidden,11,119,0.1745353264226155,0.2341373051776819
64,mlp_4hidden,11,120,0.2223286887461489,0.23550386086090178
64,mlp_4hidden,11,121,0.2799895299429243,0.2425969337628155
64,mlp_4hidden,22,1,1.2549902883442965,0.18001863455956307
64,mlp_4hidden,22,2,1.2353236989541487,0.18107325937079696
64,mlp_4hidden,22,3,1.2138246796347878,0.19941311304370987
64,mlp_4hidden,22,4,1.19043996442448,0.1950327337911482
64,mlp_4hidden,22,5,1.202629012411291,0.19310927920157223
64,mlp_4hidden,22,6,1.1741259119727394,0.20157122018382542
64,mlp_4hidden,22,7,1.1457064520228992,0.19472421438379967
64,mlp_4hidden,22,8,1.1495080828666686,0.18848689165829124
64,mlp_4hidden,22,9,1.095095216144215,0.20005274395646522
64,mlp_4hidden,22,10,1.110748180476102,0.20053512803352438
64,mlp_4hidden,22,11,1.1011578809131275,0.19522299692765055
64,mlp_4hidden,22,12,1.067266571521759,0.22870317569728305
64,mlp_4hidden,22,13,1.0295712926171043,0.2596833315153303
64,mlp_4hidden,22,14,1.0027133101766759,0.2669986337918337
64,mlp_4hidden,22,15,1.0162093444304032,0.26470252410988987
64,mlp_4hidden,22,16,1.0171315496618099,0.2793042156978093
64,mlp_4hidden,22,17,0.9729317697611722,0.29295817877948194
64,mlp_4hidden,22,18,0.9690942683003165,0.3047629030877212
64,mlp_4hidden,22,19,0.9557259207422083,0.2990969094100383
64,mlp_4hidden,22,20,0.9100978504527699,0.29529621710502946
64,mlp_4hidden,22,21,0.8974067980592901,0.2930226091594267
64,mlp_4hidden,22,22,0.9263747827573257,0.29695238690895015
64,mlp_4hidden,22,23,0.8961784774606878,0.29956353860521073
64,mlp_4hidden,22,24,0.856159554828297,0.27139315124601027
64,mlp_4hidden,22,25,0.8882383747534318,0.28037212258312155
64,mlp_4hidden,22,26,0.8848504998467185,0.2777275818499389
64,mlp_4hidden,22,27,0.8535297480496493,0.27202021170222573
64,mlp_4hidden,22,28,0.8488401255824349,0.28187599661819385
64,mlp_4hidden,22,29,0.7973325989463113,0.2707742844941095
64,mlp_4hidden,22,30,0.748736930435354,0.27430341703227634
64,mlp_4hidden,22,31,0.793452547896992,0.28645666827351923
64,mlp_4hidden,22,32,0.8677281645211307,0.2723629922022892
64,mlp_4hidden,22,33,0.838840654221448,0.30382562871162294
64,mlp_4hidden,22,34,0.7930693783543327,0.26956665221403786
64,mlp_4hidden,22,35,0.7414218637076291,0.2931361581280291
64,mlp_4hidden,22,36,0.73701913356781,0.30281770604673647
64,mlp_4hidden,22,37,0.7651955528692765,0.29247875143208046
64,mlp_4hidden,22,38,0.7416830832307989,0.307036552663697
64,mlp_4hidden,22,39,0.7259754208001223,0.2838830369876614
64,mlp_4hidden,22,40,0.6706638344309547,0.30040085029398694
64,mlp_4hidden,22,41,0.7277215269478885,0.28310374060321297
64,mlp_4hidden,22,42,0.6660931308161129,0.2615753339034093
64,mlp_4hidden,22,43,0.7204670770601793,0.2558439743023961
64,mlp_4hidden,22,44,0.7243849467147481,0.26394471638973194
64,mlp_4hidden,22,45,0.6521674028851769,0.2702503639740924
64,mlp_4hidden,22,46,0.6593668883497065,0.25604486789869496
64,mlp_4hidden,22,47,0.6104744759472933,0.2352473278627427
64,mlp_4hidden,22,48,0.6280092491344972,0.23801658479963372
64,mlp_4hidden,22,49,0.6275274615396152,0.24177555488707803
64,mlp_4hidden,22,50,0.6307196416638114,0.25177799585900895
64,mlp_4hidden,22,51,0.611636206778613,0.25551242895669984
64,mlp_4hidden,22,52,0.5637857572598891,0.24712068027065437
64,mlp_4hidden,22,53,0.6181899311867627,0.25186130065341095
64,mlp_4hidden,22,54,0.5620251362973994,0.2501098023622694
64,mlp_4hidden,22,55,0.5832223716107282,0.24131268983887347
64,mlp_4hidden,22,56,0.5654167939316143,0.23550814913282003
64,mlp_4hidden,22,57,0.5490215707908978,0.24455292329612371
64,mlp_4hidden,22,58,0.5006437014449726,0.25233331302990264
64,mlp_4hidden,22,59,0.591134232824499,0.24210858279632916
64,mlp_4hidden,22,60,0.5673245056108995,0.25683425436142776
64,mlp_4hidden,22,61,0.5616916683587161,0.2694930757097769
64,mlp_4hidden,22,62,0.5547117631543766,0.26742943733628044
64,mlp_4hidden,22,63,0.53817229189656,0.2726192353275926
64,mlp_4hidden,22,64,0.4645887682383711,0.27516193780876796
64,mlp_4hidden,22,65,0.5346126855774359,0.2675247747595561
64,mlp_4hidden,22,66,0.5013230923901905,0.27734023179999523
64,mlp_4hidden,22,67,0.5762973055243492,0.2704601066604607
64,mlp_4hidden,22,68,0.5598990008234978,0.26329642265550174
64,mlp_4hidden,33,1,1.2568188894878733,0.15606157186102965
64,mlp_4hidden,33,2,1.2451289740475742,0.1732952359462504
64,mlp_4hidden,33,3,1.217473741011186,0.18300127377150505
64,mlp_4hidden,33,4,1.2006687229329889,0.20517238379991037
64,mlp_4hidden,33,5,1.1953910730101847,0.19883358968091047
64,mlp_4hidden,33,6,1.175195703723214,0.20955163903528806
64,mlp_4hidden,33,7,1.1507744247263128,0.2240715872872514
64,mlp_4hidden,33,8,1.1424395875497297,0.23952038629196398
64,mlp_4hidden,33,9,1.09308668049899,0.26639028785598917
64,mlp_4hidden,33,10,1.0984730395403774,0.24078782657317996
64,mlp_4hidden,33,11,1.0782449451359835,0.24753394412911428
64,mlp_4hidden,33,12,1.0442912231792103,0.24737741040891167
64,mlp_4hidden,33,13,1.0544456460259177,0.24257705342933528
64,mlp_4hidden,33,14,1.0164395007220182,0.24269980021746132
64,mlp_4hidden,33,15,0.9911955687132749,0.2599763994190716
64,mlp_4hidden,33,16,0.9559723463925448,0.25290751433520914
64,mlp_4hidden,33,17,1.0051399225538427,0.2572853803618434
64,mlp_4hidden,33,18,0.9927070996978066,0.2524155147477116
64,mlp_4hidden,33,19,0.9567917650396174,0.25636198959252393
64,mlp_4hidden,33,20,0.9193155039440501,0.25255642329269723
64,mlp_4hidden,33,21,0.9269955131140623,0.25994879437089274
64,mlp_4hidden,33,22,0.8955578045411543,0.251728717080903
64,mlp_4hidden,33,23,0.8674766372550617,0.2565689891938149
64,mlp_4hidden,33,24,0.8767140453512018,0.2474476572428848
64,mlp_4hidden,33,25,0.8186516057361256,0.2506318590606329
64,mlp_4hidden,33,26,0.832381703636863,0.24954240381707427
64,mlp_4hidden,33,27,0.8374196778644215,0.2500154830292011
64,mlp_4hidden,33,28,0.82648463845253,0.2409635436611369
64,mlp_4hidden,33,29,0.7853374161503531,0.24285217088387195
64,mlp_4hidden,33,30,0.7991878016428514,0.25024102726319714
64,mlp_4hidden,33,31,0.8765230027112094,0.2456381686747795
64,mlp_4hidden,33,32,0.7402585685253144,0.2407504600719781
64,mlp_4hidden,33,33,0.7579508060758764,0.24690957228467156
64,mlp_4hidden,33,34,0.7704766419800845,0.2402800362569393
64,mlp_4hidden,33,35,0.7473633148453452,0.23198241034735656
64,mlp_4hidden,33,36,0.7467032627625899,0.23431078284258564
64,mlp_4hidden,33,37,0.7278321661732413,0.2351557466944878
64,mlp_4hidden,33,38,0.7158161195841702,0.22865897329466373
64,mlp_4hidden,33,39,0.7486204122955149,0.22760788445797112
64,mlp_4hidden,44,1,1.2846675016663291,0.11703304465842604
64,mlp_4hidden,44,2,1.238237855651162,0.13380201673017894
64,mlp_4hidden,44,3,1.2395725239406932,0.15493575625379283
64,mlp_4hidden,44,4,1.2053892276503824,0.1571911676535478
64,mlp_4hidden,44,5,1.1982753645290027,0.15476609359613383
64,mlp_4hidden,44,6,1.1807856169613924,0.16418062026708213
64,mlp_4hidden,44,7,1.1977581511844289,0.16072767798826393
64,mlp_4hidden,44,8,1.163401926647533,0.15378032320548923
64,mlp_4hidden,44,9,1.1294984091411937,0.15730853686442878
64,mlp_4hidden,44,10,1.1258068464019082,0.15882145147522317
64,mlp_4hidden,44,11,1.1094227357344193,0.20359056456449154
64,mlp_4hidden,44,12,1.0816346547820352,0.2006730794093412
64,mlp_4hidden,44,13,1.028515730120919,0.22038195514452388
64,mlp_4hidden,44,14,1.0512815952301025,0.2095837505561965
64,mlp_4hidden,44,15,1.029666244983673,0.18374543121336218
64,mlp_4hidden,44,16,1.0052744887091898,0.1850244545318234
64,mlp_4hidden,44,17,1.0213157978924838,0.208540782931556
64,mlp_4hidden,44,18,0.9812324886972253,0.2047993492269175
64,mlp_4hidden,44,19,0.9818087577819824,0.21260684083430262
64,mlp_4hidden,44,20,0.9302585395899686,0.2203015808158701
64,mlp_4hidden,44,21,0.978736339374022,0.2161039423392709
64,mlp_4hidden,44,22,0.9330496880141171,0.24476655607048106
64,mlp_4hidden,44,23,0.9418266654014588,0.2433378264537835
64,mlp_4hidden,44,24,0.8929422048005191,0.24504822130568785
64,mlp_4hidden,44,25,0.9313641027970747,0.23848157144599147
64,mlp_4hidden,44,26,0.9018428786234423,0.22891650713219025
64,mlp_4hidden,44,27,0.8478094447742809,0.2525223536704517
64,mlp_4hidden,44,28,0.8432597778060219,0.26600311124531023
64,mlp_4hidden,44,29,0.8199210481210188,0.27524107321132096
64,mlp_4hidden,44,30,0.7776952868158167,0.2782866035074378
64,mlp_4hidden,44,31,0.8374211733991449,0.24813737943785505
64,mlp_4hidden,44,32,0.8093350703066046,0.2757669968377921
64,mlp_4hidden,44,33,0.8077312128110365,0.2798091534158898
64,mlp_4hidden,44,34,0.7670199258760972,0.27120575509147576
64,mlp_4hidden,44,35,0.7795411467552185,0.28585612599542715
64,mlp_4hidden,44,36,0.8007135207002813,0.2641106577557291
64,mlp_4hidden,44,37,0.7464490419084375,0.25043441906749986
64,mlp_4hidden,44,38,0.7319756949489767,0.26464253192339254
64,mlp_4hidden,44,39,0.6883700300346721,0.23730620963845353
64,mlp_4hidden,44,40,0.7412394634701989,0.23270244780118116
64,mlp_4hidden,44,41,0.677552941441536,0.2425783289061599
64,mlp_4hidden,44,42,0.7398777604103088,0.23268601276967993
64,mlp_4hidden,44,43,0.7174201347611168,0.2425567428246353
64,mlp_4hidden,44,44,0.6694136895916679,0.2501251096179941
64,mlp_4hidden,44,45,0.6796036647124724,0.24149817941089471
64,mlp_4hidden,44,46,0.7092217840931633,0.23622796735115817
64,mlp_4hidden,44,47,0.6470791770653291,0.24744053679775402
64,mlp_4hidden,44,48,0.6115946552970193,0.2312387393262516
64,mlp_4hidden,44,49,0.6425104929642244,0.23340346983084584
64,mlp_4hidden,44,50,0.659649431976405,0.25373833880334307
64,mlp_4hidden,44,51,0.6718462683937766,0.2516866241947971
64,mlp_4hidden,44,52,0.6517510755495591,0.232324680105904
64,mlp_4hidden,44,53,0.6053532134402883,0.2592988670242744
64,mlp_4hidden,44,54,0.6373570000583475,0.24661145673425397
64,mlp_4hidden,44,55,0.6220362107862126,0.21328477303956633
64,mlp_4hidden,44,56,0.6038427913730795,0.2464381914104083
64,mlp_4hidden,44,57,0.5409888944842599,0.22548782245792434
64,mlp_4hidden,44,58,0.604130559888753,0.19446052703882566
64,mlp_4hidden,44,59,0.573253571851687,0.20271255506597233
64,mlp_4hidden,44,60,0.5608604550361633,0.20327421624420294
64,mlp_4hidden,44,61,0.5878705907951701,0.19365311345562647
64,mlp_4hidden,44,62,0.5410341493108056,0.23628652613106346
64,mlp_4hidden,44,63,0.5090639534321698,0.2450360515621378
64,mlp_4hidden,44,64,0.5367434905333952,0.24996454814399496
64,mlp_4hidden,44,65,0.5612100346521898,0.24387298338050722
64,mlp_4hidden,55,1,1.2442121462388471,0.20754855359512134
64,mlp_4hidden,55,2,1.2303791772235524,0.29101961327057596
64,mlp_4hidden,55,3,1.2269944429397583,0.37861284411338975
64,mlp_4hidden,55,4,1.2088465398008172,0.37151497812008927
64,mlp_4hidden,55,5,1.1971750324422663,0.34012428296780145
64,mlp_4hidden,55,6,1.1823287985541604,0.33245603057520257
64,mlp_4hidden,55,7,1.1731896844777194,0.35359717068595475
64,mlp_4hidden,55,8,1.158768046985973,0.34170608173765477
64,mlp_4hidden,55,9,1.1371401255781,0.31486956693908924
64,mlp_4hidden,55,10,1.1093404910781166,0.30798006098969766
64,mlp_4hidden,55,11,1.096629524230957,0.3049472861636206
64,mlp_4hidden,55,12,1.0809905908324502,0.29364364024378076
64,mlp_4hidden,55,13,1.065930553999814,0.27918724370723347
64,mlp_4hidden,55,14,1.0034593712199817,0.26815190168206776
64,mlp_4hidden,55,15,1.0154650330543518,0.2625620256703083
64,mlp_4hidden,55,16,0.9808830163695595,0.24555336906986075
64,mlp_4hidden,55,17,0.9546881610696966,0.23571216360281524
64,mlp_4hidden,55,18,0.9680413473736156,0.2559259742303248
64,mlp_4hidden,55,19,0.9338687154379758,0.24968848949088784
64,mlp_4hidden,55,20,0.9270416568626058,0.2804411471958042
64,mlp_4hidden,55,21,0.9409818519245494,0.2689261538258732
64,mlp_4hidden,55,22,0.887831589308652,0.26137813449247327
64,mlp_4hidden,55,23,0.8615426529537548,0.26508948006615796
64,mlp_4hidden,55,24,0.8513076847249811,0.2545636216372156
64,mlp_4hidden,55,25,0.8537697683681141,0.2612907008177545
64,mlp_4hidden,55,26,0.8398972549221733,0.2720613736109962
64,mlp_4hidden,55,27,0.8121587043458766,0.2643482940087034
64,mlp_4hidden,55,28,0.8170694860545071,0.2516484367276034
64,mlp_4hidden,55,29,0.8050755733793432,0.2509800935260271
64,mlp_4hidden,55,30,0.806788126446984,0.24898901001715493
64,mlp_4hidden,55,31,0.7559670334512537,0.26223510876401696
64,mlp_4hidden,55,32,0.7738611790266904,0.2551059939992866
64,mlp_4hidden,55,33,0.7836093864657662,0.2617210433636503
64,mlp_5hidden,11,1,1.294364898855036,0.22379021940103982
64,mlp_5hidden,11,2,1.2482426264069297,0.21929658648529518
64,mlp_5hidden,11,3,1.219634275002913,0.22527533021440285
64,mlp_5hidden,11,4,1.1851782311092725,0.21316517404975338
64,mlp_5hidden,11,5,1.1732255632227118,0.21237398863879764
64,mlp_5hidden,11,6,1.1971232305873525,0.2620316434926002
64,mlp_5hidden,11,7,1.1681252923878755,0.25046981807857155
64,mlp_5hidden,11,8,1.1449186715212736,0.25615334137161727
64,mlp_5hidden,11,9,1.108053620295091,0.2762271659171296
64,mlp_5hidden,11,10,1.0838832898573443,0.2515139998259295
64,mlp_5hidden,11,11,1.0759027112614026,0.2525591686495647
64,mlp_5hidden,11,12,1.0460828987034885,0.2326820650559016
64,mlp_5hidden,11,13,1.0292709171772003,0.23877214744050593
64,mlp_5hidden,11,14,1.0178675792434,0.22749064989557688
64,mlp_5hidden,11,15,1.0367052457549355,0.2050024210993306
64,mlp_5hidden,11,16,0.9993747711181641,0.22292174071240195
64,mlp_5hidden,11,17,1.0048945090987467,0.22708830423971632
64,mlp_5hidden,11,18,0.9565351605415344,0.24969195628032367
64,mlp_5hidden,11,19,0.9762000831690701,0.23499757458430204
64,mlp_5hidden,11,20,0.93192274462093,0.2281014135919468
64,mlp_5hidden,11,21,0.913235050981695,0.24232240479584152
64,mlp_5hidden,11,22,0.9127666354179382,0.2470145218156102
64,mlp_5hidden,11,23,0.880055279081518,0.23563697077999274
64,mlp_5hidden,11,24,0.9114638106389479,0.2851431813256198
64,mlp_5hidden,11,25,0.8639050196517598,0.2660667150256442
64,mlp_5hidden,11,26,0.8692765772342682,0.27899667189319216
64,mlp_5hidden,11,27,0.9035944456403906,0.2850674588294492
64,mlp_5hidden,11,28,0.8754339331930334,0.2632335231501213
64,mlp_5hidden,11,29,0.8163320064544678,0.25158438364958835
64,mlp_5hidden,11,30,0.7768397797237743,0.24834822986088329
64,mlp_5hidden,11,31,0.879497506943616,0.2553434173636467
64,mlp_5hidden,11,32,0.7892521180889823,0.2497125325072134
64,mlp_5hidden,11,33,0.7891375590454448,0.2652052773615556
64,mlp_5hidden,11,34,0.7768777050755241,0.24196763344559385
64,mlp_5hidden,11,35,0.770930202440782,0.23425898618213295
64,mlp_5hidden,11,36,0.782865723696622,0.2312325445925175
64,mlp_5hidden,11,37,0.757323265617544,0.222701426543829
64,mlp_5hidden,11,38,0.7555196892131458,0.2192676085267968
64,mlp_5hidden,11,39,0.6999364882707596,0.1918220481391851
64,mlp_5hidden,11,40,0.7475578833710064,0.23826092570541568
64,mlp_5hidden,11,41,0.7205330339345065,0.25542462228817875
64,mlp_5hidden,11,42,0.7046503373167732,0.24272620573439924
64,mlp_5hidden,11,43,0.700710202889009,0.26643033989438225
64,mlp_5hidden,11,44,0.687684507261623,0.2602463791898467
64,mlp_5hidden,11,45,0.6103006238287145,0.25205573368307976
64,mlp_5hidden,11,46,0.67843375666575,0.24706873433901805
64,mlp_5hidden,11,47,0.6710225508971648,0.2494998080054515
64,mlp_5hidden,11,48,0.6429711366241628,0.24306990264953085
64,mlp_5hidden,11,49,0.6146128589456732,0.24135146497038276
64,mlp_5hidden,11,50,0.6106512413783507,0.26848859701640415
64,mlp_5hidden,11,51,0.6413260682062669,0.2683493685742507
64,mlp_5hidden,11,52,0.6284921060908925,0.2694216085786053
64,mlp_5hidden,11,53,0.5875509519468655,0.2564988308675152
64,mlp_5hidden,11,54,0.6053119813854044,0.2587854962693589
64,mlp_5hidden,22,1,1.2668189525604248,0.11887429203017538
64,mlp_5hidden,22,2,1.232998665896329,0.12567258865111613
64,mlp_5hidden,22,3,1.2253588221289895,0.13084817915893054
64,mlp_5hidden,22,4,1.2303900198502975,0.1529645274380383
64,mlp_5hidden,22,5,1.21414061459628,0.17195567113949764
64,mlp_5hidden,22,6,1.1915245641361583,0.17144741464914842
64,mlp_5hidden,22,7,1.172875631939281,0.17528435651449734
64,mlp_5hidden,22,8,1.1958203597502275,0.1952797748954413
64,mlp_5hidden,22,9,1.1577869231050664,0.22113975114110768
64,mlp_5hidden,22,10,1.1433320652354848,0.2001782708342168
64,mlp_5hidden,22,11,1.116245973110199,0.19333621604678788
64,mlp_5hidden,22,12,1.1052847222848372,0.19896035988635075
64,mlp_5hidden,22,13,1.077424174005335,0.20372064985705907
64,mlp_5hidden,22,14,1.0939124605872415,0.21004050247883085
64,mlp_5hidden,22,15,1.0380609891631387,0.20380186564755337
64,mlp_5hidden,22,16,1.0520500389012424,0.23985115412846578
64,mlp_5hidden,22,17,1.0050599379972978,0.23005730829187016
64,mlp_5hidden,22,18,1.0025643207810142,0.23085849690719243
64,mlp_5hidden,22,19,0.9467365990985523,0.23024698697684504
64,mlp_5hidden,22,20,0.9406002976677634,0.23560921595778497
64,mlp_5hidden,22,21,0.9691455190831965,0.2301447282966519
64,mlp_5hidden,22,22,0.9405838792974298,0.2037161259062203
64,mlp_5hidden,22,23,0.9330160986293446,0.23128513910255633
64,mlp_5hidden,22,24,0.9091527846726504,0.2260305589614254
64,mlp_5hidden,22,25,0.9439369385892694,0.20892167085395896
64,mlp_5hidden,22,26,0.8965109798041258,0.22606336134960278
64,mlp_5hidden,22,27,0.879144884781404,0.2511443567774534
64,mlp_5hidden,22,28,0.8012230970642783,0.2442768583705075
64,mlp_5hidden,22,29,0.9062068738720633,0.23330942729409665
64,mlp_5hidden,22,30,0.8473152084784075,0.20587483548752386
64,mlp_5hidden,22,31,0.8324702934785323,0.20557969257122913
64,mlp_5hidden,22,32,0.8842593068426305,0.22768106216760794
64,mlp_5hidden,22,33,0.7868128819899125,0.22700857466851188
64,mlp_5hidden,22,34,0.8117762207984924,0.21811633893990234
64,mlp_5hidden,22,35,0.7554662731560794,0.22765812441227656
64,mlp_5hidden,22,36,0.8125059127807617,0.2419564736656334
64,mlp_5hidden,22,37,0.7923193836754019,0.26383315499272664
64,mlp_5hidden,22,38,0.7901690835302526,0.2189279821608013
64,mlp_5hidden,22,39,0.7150129020214081,0.20786501819079262
64,mlp_5hidden,22,40,0.755492284081199,0.20251800863652403
64,mlp_5hidden,22,41,0.6461400871927088,0.1964910327162106
64,mlp_5hidden,22,42,0.6949997660788623,0.2102689841341056
64,mlp_5hidden,22,43,0.7832183529030193,0.22064088118882907
64,mlp_5hidden,22,44,0.7110822428356517,0.19687916903843217
